path,id,duration,actual_duration,start_frame,end_frame,object,action,motion_score
ZY20210800004/H4/C7/N15/S56/s02/T1,9,20.0,300,151,171,Bowl,Grasp,4193.733333333334
ZY20210800004/H4/C7/N15/S56/s02/T1,10,20.0,300,171,190,Bowl,Pickup,3262.266666666667
ZY20210800004/H4/C7/N15/S56/s02/T1,12,20.0,300,190,255,Bowl,putdown,4091.4
ZY20210800004/H4/C7/N13/S57/s01/T1,3,20.0,300,8,33,Bowl,Grasp,4257.466666666666
ZY20210800004/H4/C7/N13/S57/s01/T1,4,20.0,300,33,61,Bowl,Pickup,4707.6
ZY20210800004/H4/C7/N13/S57/s01/T1,6,20.0,300,61,109,Bowl,putdown,5270.266666666666
ZY20210800004/H4/C7/N13/S57/s01/T1,9,20.0,300,130,153,Bowl,Grasp,4574.333333333333
ZY20210800004/H4/C7/N13/S57/s01/T1,10,20.0,300,153,187,Bowl,Pickup,4818.2
ZY20210800004/H4/C7/N13/S57/s01/T1,12,20.0,300,187,252,Bowl,putdown,4724.733333333334
ZY20210800004/H4/C5/N32/S56/s03/T1,3,20.0,300,12,48,Bottle,Grasp,12851.4
ZY20210800004/H4/C5/N32/S56/s03/T1,4,20.0,300,48,63,Bottle,Pickup,3172.9333333333334
ZY20210800004/H4/C5/N32/S56/s03/T1,6,20.0,300,78,127,Bottle,putdown,6637.666666666667
ZY20210800004/H4/C5/N32/S56/s03/T1,9,20.0,300,147,177,Bottle,Grasp,12694.4
ZY20210800004/H4/C5/N32/S56/s03/T1,12,20.0,300,202,258,Bottle,putdown,7868.8
ZY20210800004/H4/C5/N31/S56/s03/T1,3,20.0,300,14,43,Bottle,Grasp,10753.933333333332
ZY20210800004/H4/C5/N31/S56/s03/T1,4,20.0,300,43,62,Bottle,Pickup,2650.6666666666665
ZY20210800004/H4/C5/N31/S56/s03/T1,6,20.0,300,75,137,Bottle,putdown,6597.066666666667
ZY20210800004/H4/C5/N31/S56/s03/T1,9,20.0,300,164,183,Bottle,Grasp,9221.733333333334
ZY20210800004/H4/C5/N31/S56/s03/T1,10,20.0,300,183,207,Bottle,Pickup,5144.533333333334
ZY20210800004/H4/C5/N31/S56/s03/T1,11,20.0,300,207,263,Bottle,putdown,4544.733333333334
ZY20210800004/H4/C5/N29/S113/s02/T5,3,10.0,300,9,51,Bottle,Grasp,3942.3333333333335
ZY20210800004/H4/C5/N29/S113/s02/T5,6,10.0,300,121,136,Bottle,putdown,860.3333333333334
ZY20210800004/H4/C5/N29/S113/s02/T5,9,10.0,300,167,198,Bottle,Grasp,6093.266666666666
ZY20210800004/H4/C5/N29/S113/s02/T5,10,10.0,300,198,213,Bottle,Pickup,1093.9333333333334
ZY20210800004/H4/C5/N29/S113/s02/T5,12,10.0,300,233,284,Bottle,putdown,2343.6
ZY20210800004/H4/C5/N29/S113/s02/T1,3,10.0,300,8,38,Bottle,Grasp,6819.866666666667
ZY20210800004/H4/C5/N29/S113/s02/T1,4,10.0,300,38,53,Bottle,Pickup,2545.6
ZY20210800004/H4/C5/N29/S113/s02/T1,6,10.0,300,85,122,Bottle,putdown,4291.533333333334
ZY20210800004/H4/C5/N29/S113/s02/T1,9,10.0,300,145,169,Bottle,Grasp,5314.6
ZY20210800004/H4/C5/N29/S113/s02/T1,10,10.0,300,169,184,Bottle,Pickup,1880.2666666666669
ZY20210800004/H4/C5/N29/S113/s02/T1,12,10.0,300,201,262,Bottle,putdown,6599.8
ZY20210800004/H4/C5/N28/S113/s02/T5,3,10.0,300,9,44,Bottle,Grasp,2619.9333333333334
ZY20210800004/H4/C5/N28/S113/s02/T5,4,10.0,300,44,59,Bottle,Pickup,2624.6666666666665
ZY20210800004/H4/C5/N28/S113/s02/T5,9,10.0,300,147,168,Bottle,Grasp,6322.8
ZY20210800004/H4/C5/N28/S113/s02/T5,10,10.0,300,169,184,Bottle,Pickup,2254.866666666667
ZY20210800004/H4/C5/N28/S113/s02/T5,12,10.0,300,203,264,Bottle,putdown,6063.733333333334
ZY20210800004/H4/C5/N27/S113/s01/T5,3,10.0,300,15,35,Bottle,Grasp,2657.333333333333
ZY20210800004/H4/C5/N27/S113/s01/T5,4,10.0,300,35,50,Bottle,Pickup,4820.533333333334
ZY20210800004/H4/C5/N27/S113/s01/T5,8,10.0,300,133,173,Bottle,Grasp,6472.2
ZY20210800004/H4/C5/N27/S113/s01/T5,11,10.0,300,211,261,Bottle,putdown,2326.9333333333334
ZY20210800004/H4/C5/N26/S113/s01/T1,3,10.0,300,9,39,Bottle,Grasp,3813.0
ZY20210800004/H4/C5/N26/S113/s01/T1,6,10.0,300,58,96,Bottle,putdown,5406.066666666667
ZY20210800004/H4/C5/N26/S113/s01/T1,9,10.0,300,127,149,Bottle,Grasp,5603.2
ZY20210800004/H4/C5/N26/S113/s01/T1,12,10.0,300,167,229,Bottle,putdown,4169.666666666667
ZY20210800004/H4/C5/N23/S109/s04/T5,3,10.0,300,13,41,Bottle,Grasp,4485.6
ZY20210800004/H4/C5/N23/S109/s04/T5,4,10.0,300,41,56,Bottle,Pickup,3097.733333333333
ZY20210800004/H4/C5/N23/S109/s04/T5,6,10.0,300,74,103,Bottle,putdown,2795.0666666666666
ZY20210800004/H4/C5/N23/S109/s04/T5,9,10.0,300,131,156,Bottle,Grasp,7577.733333333334
ZY20210800004/H4/C5/N23/S109/s04/T5,10,10.0,300,156,176,Bottle,Pickup,2998.333333333333
ZY20210800004/H4/C5/N23/S109/s04/T5,12,10.0,300,194,246,Bottle,putdown,4129.733333333334
ZY20210800004/H4/C5/N20/S109/s03/T5,3,10.0,300,13,56,Bottle,Grasp,7731.0
ZY20210800004/H4/C5/N20/S109/s03/T5,4,10.0,300,56,76,Bottle,Pickup,3782.133333333333
ZY20210800004/H4/C5/N20/S109/s03/T5,6,10.0,300,112,144,Bottle,putdown,2946.5333333333333
ZY20210800004/H4/C5/N20/S109/s03/T5,9,10.0,300,178,211,Bottle,Grasp,7214.6
ZY20210800004/H4/C5/N20/S109/s03/T5,10,10.0,300,211,226,Bottle,Pickup,2929.733333333333
ZY20210800004/H4/C5/N20/S109/s03/T5,12,10.0,300,237,284,Bottle,putdown,3543.866666666667
ZY20210800004/H4/C5/N18/S109/s02/T1,3,10.0,300,13,50,Bottle,Grasp,10288.4
ZY20210800004/H4/C5/N18/S109/s02/T1,4,10.0,300,50,65,Bottle,Pickup,2923.266666666667
ZY20210800004/H4/C5/N18/S109/s02/T1,6,10.0,300,83,130,Bottle,putdown,3824.866666666667
ZY20210800004/H4/C5/N18/S109/s02/T1,9,10.0,300,164,189,Bottle,Grasp,7162.4
ZY20210800004/H4/C5/N18/S109/s02/T1,10,10.0,300,189,204,Bottle,Pickup,2187.0
ZY20210800004/H4/C5/N18/S109/s02/T1,12,10.0,300,222,272,Bottle,putdown,4221.8
ZY20210800004/H4/C5/N17/S109/s01/T1,3,10.0,300,16,49,Bottle,Grasp,8892.0
ZY20210800004/H4/C5/N17/S109/s01/T1,4,10.0,300,49,71,Bottle,Pickup,6129.066666666667
ZY20210800004/H4/C5/N17/S109/s01/T1,6,10.0,300,88,130,Bottle,putdown,3875.0
ZY20210800004/H4/C5/N17/S109/s01/T1,9,10.0,300,156,185,Bottle,Grasp,9117.6
ZY20210800004/H4/C5/N17/S109/s01/T1,10,10.0,300,185,202,Bottle,Pickup,2495.0
ZY20210800004/H4/C5/N17/S109/s01/T1,12,10.0,300,217,271,Bottle,putdown,4873.733333333334
ZY20210800004/H4/C5/N16/S109/s01/T5,3,10.0,300,10,53,Bottle,Grasp,5697.066666666667
ZY20210800004/H4/C5/N16/S109/s01/T5,4,10.0,300,53,77,Bottle,Pickup,5192.8
ZY20210800004/H4/C5/N16/S109/s01/T5,6,10.0,300,122,146,Bottle,putdown,1594.4
ZY20210800004/H4/C5/N16/S109/s01/T5,9,10.0,300,174,203,Bottle,Grasp,8452.066666666668
ZY20210800004/H4/C5/N16/S109/s01/T5,10,10.0,300,203,218,Bottle,Pickup,3189.9333333333334
ZY20210800004/H4/C5/N16/S109/s01/T5,12,10.0,300,235,258,Bottle,putdown,1240.9333333333334
ZY20210800004/H4/C5/N16/S109/s01/T1,3,10.0,300,14,57,Bottle,Grasp,8772.266666666666
ZY20210800004/H4/C5/N16/S109/s01/T1,4,10.0,300,57,72,Bottle,Pickup,2687.333333333333
ZY20210800004/H4/C5/N16/S109/s01/T1,6,10.0,300,88,112,Bottle,putdown,2050.733333333333
ZY20210800004/H4/C5/N16/S109/s01/T1,9,10.0,300,144,171,Bottle,Grasp,7881.0
ZY20210800004/H4/C5/N16/S109/s01/T1,10,10.0,300,171,190,Bottle,Pickup,2763.866666666667
ZY20210800004/H4/C5/N16/S109/s01/T1,12,10.0,300,204,266,Bottle,putdown,3841.8
ZY20210800004/H4/C5/N14/S56/s02/T1,3,20.0,300,7,39,Bottle,Grasp,13355.533333333333
ZY20210800004/H4/C5/N14/S56/s02/T1,4,20.0,300,40,56,Bottle,Pickup,4124.2
ZY20210800004/H4/C5/N14/S56/s02/T1,6,20.0,300,79,124,Bottle,putdown,6417.533333333334
ZY20210800004/H4/C5/N14/S56/s02/T1,9,20.0,300,149,172,Bottle,Grasp,9574.6
ZY20210800004/H4/C5/N14/S56/s02/T1,10,20.0,300,172,187,Bottle,Pickup,2011.5333333333333
ZY20210800004/H4/C5/N14/S56/s02/T1,12,20.0,300,206,257,Bottle,putdown,5229.066666666667
ZY20210800004/H4/C5/N14/S56/s02/T1,14,20.0,300,284,299,Bottle,putdown,4399.6
ZY20210800004/H4/C5/N13/S56/s01/T1,3,20.0,300,12,45,Bottle,Grasp,9284.266666666666
ZY20210800004/H4/C5/N13/S56/s01/T1,4,20.0,300,45,60,Bottle,Pickup,4110.2
ZY20210800004/H4/C5/N13/S56/s01/T1,6,20.0,300,78,121,Bottle,putdown,8132.666666666667
ZY20210800004/H4/C5/N13/S56/s01/T1,9,20.0,300,146,172,Bottle,Grasp,15217.533333333333
ZY20210800004/H4/C5/N13/S56/s01/T1,10,20.0,300,172,189,Bottle,Pickup,2368.0
ZY20210800004/H4/C5/N13/S56/s01/T1,12,20.0,300,223,265,Bottle,putdown,4216.466666666666
ZY20210800004/H4/C5/N12/S56/s01/T1,3,20.0,300,16,36,Bottle,Grasp,9400.866666666669
ZY20210800004/H4/C5/N12/S56/s01/T1,4,20.0,300,36,76,Bottle,Pickup,12833.466666666667
ZY20210800004/H4/C5/N12/S56/s01/T1,6,20.0,300,76,125,Bottle,putdown,3953.266666666667
ZY20210800004/H4/C5/N12/S56/s01/T1,9,20.0,300,151,170,Bottle,Grasp,7178.6
ZY20210800004/H4/C5/N12/S56/s01/T1,12,20.0,300,207,270,Bottle,putdown,4450.733333333334
ZY20210800004/H4/C5/N11/S56/s05/T1,3,20.0,300,8,35,Bottle,Grasp,13629.466666666667
ZY20210800004/H4/C5/N11/S56/s05/T1,4,20.0,300,35,76,Bottle,Pickup,14265.866666666669
ZY20210800004/H4/C5/N11/S56/s05/T1,6,20.0,300,76,108,Bottle,putdown,14446.266666666666
ZY20210800004/H4/C5/N11/S56/s05/T1,9,20.0,300,142,176,Bottle,Grasp,21599.866666666665
ZY20210800004/H4/C5/N11/S56/s05/T1,10,20.0,300,176,210,Bottle,Pickup,6001.133333333333
ZY20210800004/H4/C5/N11/S56/s05/T1,12,20.0,300,210,264,Bottle,putdown,9261.133333333331
ZY20210800004/H4/C3/N68/S380/s05/T2,3,20.0,300,18,50,Laptop,Grasp,13820.4
ZY20210800004/H4/C3/N68/S380/s05/T2,4,20.0,300,50,69,Laptop,Pickup,3202.6
ZY20210800004/H4/C3/N68/S380/s05/T2,6,20.0,300,85,118,Laptop,putdown,6262.066666666667
ZY20210800004/H4/C3/N68/S380/s05/T2,10,20.0,300,158,190,Laptop,Grasp,15839.066666666668
ZY20210800004/H4/C3/N68/S380/s05/T2,11,20.0,300,190,234,Laptop,open,17429.733333333334
ZY20210800004/H4/C3/N68/S380/s05/T2,12,20.0,300,233,263,Laptop,close,17089.533333333333
ZY20210800004/H4/C3/N68/S380/s03/T2,4,20.0,300,49,68,Laptop,Pickup,3906.3333333333335
ZY20210800004/H4/C3/N68/S380/s03/T2,6,20.0,300,86,117,Laptop,putdown,8436.2
ZY20210800004/H4/C3/N68/S380/s03/T2,10,20.0,300,144,170,Laptop,Grasp,15335.866666666669
ZY20210800004/H4/C3/N68/S380/s03/T2,11,20.0,300,170,207,Laptop,open,16755.333333333332
ZY20210800004/H4/C3/N68/S380/s03/T2,12,20.0,300,207,239,Laptop,close,17652.133333333335
ZY20210800004/H4/C3/N68/S380/s02/T1,3,20.0,300,20,62,Laptop,Grasp,16946.333333333332
ZY20210800004/H4/C3/N68/S380/s02/T1,4,20.0,300,62,87,Laptop,Pickup,6069.933333333333
ZY20210800004/H4/C3/N68/S380/s02/T1,6,20.0,300,105,134,Laptop,putdown,7880.6
ZY20210800004/H4/C3/N68/S380/s02/T1,10,20.0,300,169,194,Laptop,Grasp,16058.133333333331
ZY20210800004/H4/C3/N68/S380/s02/T1,11,20.0,300,194,212,Laptop,Pickup,5090.6
ZY20210800004/H4/C3/N68/S380/s02/T1,13,20.0,300,228,251,Laptop,putdown,4329.733333333334
ZY20210800004/H4/C3/N68/S380/s01/T1,3,20.0,300,15,48,Laptop,Grasp,14127.066666666668
ZY20210800004/H4/C3/N68/S380/s01/T1,4,20.0,300,48,72,Laptop,Pickup,3473.2
ZY20210800004/H4/C3/N68/S380/s01/T1,6,20.0,300,90,131,Laptop,putdown,8065.466666666666
ZY20210800004/H4/C3/N68/S380/s01/T1,10,20.0,300,166,192,Laptop,Grasp,14174.266666666666
ZY20210800004/H4/C3/N68/S380/s01/T1,11,20.0,300,192,216,Laptop,Pickup,4294.133333333333
ZY20210800004/H4/C3/N68/S380/s01/T1,13,20.0,300,233,268,Laptop,putdown,4949.0
ZY20210800004/H4/C3/N67/S380/s05/T2,3,20.0,300,18,50,Laptop,Grasp,11855.866666666669
ZY20210800004/H4/C3/N67/S380/s05/T2,4,20.0,300,50,76,Laptop,Pickup,5119.533333333334
ZY20210800004/H4/C3/N67/S380/s05/T2,6,20.0,300,91,113,Laptop,putdown,4733.266666666666
ZY20210800004/H4/C3/N67/S380/s05/T2,10,20.0,300,151,186,Laptop,Grasp,16989.266666666666
ZY20210800004/H4/C3/N67/S380/s05/T2,11,20.0,300,186,222,Laptop,open,20031.8
ZY20210800004/H4/C3/N67/S380/s05/T2,12,20.0,300,222,250,Laptop,close,12638.6
ZY20210800004/H4/C3/N67/S380/s04/T2,3,20.0,300,18,53,Laptop,Grasp,12054.733333333334
ZY20210800004/H4/C3/N67/S380/s04/T2,4,20.0,300,53,74,Laptop,Pickup,2994.4
ZY20210800004/H4/C3/N67/S380/s04/T2,6,20.0,300,94,126,Laptop,putdown,11596.266666666666
ZY20210800004/H4/C3/N67/S380/s04/T2,10,20.0,300,161,203,Laptop,Grasp,14407.066666666668
ZY20210800004/H4/C3/N67/S380/s04/T2,11,20.0,300,203,240,Laptop,open,13919.666666666666
ZY20210800004/H4/C3/N67/S380/s04/T2,12,20.0,300,240,272,Laptop,close,19656.13333333333
ZY20210800004/H4/C3/N67/S380/s03/T2,3,20.0,300,15,50,Laptop,Grasp,19117.33333333333
ZY20210800004/H4/C3/N67/S380/s03/T2,4,20.0,300,50,65,Laptop,Pickup,5599.866666666667
ZY20210800004/H4/C3/N67/S380/s03/T2,6,20.0,300,77,108,Laptop,putdown,6723.6
ZY20210800004/H4/C3/N67/S380/s03/T2,10,20.0,300,136,173,Laptop,Grasp,23056.33333333333
ZY20210800004/H4/C3/N67/S380/s03/T2,11,20.0,300,173,212,Laptop,open,20659.266666666663
ZY20210800004/H4/C3/N67/S380/s03/T2,12,20.0,300,211,242,Laptop,close,16950.4
ZY20210800004/H4/C3/N67/S380/s02/T1,3,20.0,300,18,59,Laptop,Grasp,18170.866666666665
ZY20210800004/H4/C3/N67/S380/s02/T1,4,20.0,300,59,74,Laptop,Pickup,2585.6666666666665
ZY20210800004/H4/C3/N67/S380/s02/T1,6,20.0,300,92,122,Laptop,putdown,8346.0
ZY20210800004/H4/C3/N67/S380/s02/T1,10,20.0,300,160,192,Laptop,Grasp,17311.866666666665
ZY20210800004/H4/C3/N67/S380/s02/T1,11,20.0,300,192,219,Laptop,Pickup,5667.333333333333
ZY20210800004/H4/C3/N67/S380/s02/T1,13,20.0,300,236,266,Laptop,putdown,5708.733333333334
ZY20210800004/H4/C3/N67/S380/s01/T1,3,20.0,300,18,48,Laptop,Grasp,10377.866666666669
ZY20210800004/H4/C3/N67/S380/s01/T1,4,20.0,300,48,66,Laptop,Pickup,3301.266666666667
ZY20210800004/H4/C3/N67/S380/s01/T1,6,20.0,300,80,111,Laptop,putdown,6650.0
ZY20210800004/H4/C3/N67/S380/s01/T1,10,20.0,300,147,174,Laptop,Grasp,14353.533333333333
ZY20210800004/H4/C3/N67/S380/s01/T1,11,20.0,300,174,191,Laptop,Pickup,3356.2
ZY20210800004/H4/C3/N67/S380/s01/T1,13,20.0,300,211,255,Laptop,putdown,8430.8
ZY20210800004/H4/C3/N66/S380/s05/T1,3,20.0,300,17,50,Laptop,Grasp,11846.466666666667
ZY20210800004/H4/C3/N66/S380/s05/T1,4,20.0,300,50,71,Laptop,Pickup,4208.333333333333
ZY20210800004/H4/C3/N66/S380/s05/T1,6,20.0,300,90,119,Laptop,putdown,9692.066666666668
ZY20210800004/H4/C3/N66/S380/s05/T1,11,20.0,300,188,203,Laptop,Pickup,4006.733333333333
ZY20210800004/H4/C3/N66/S380/s05/T1,13,20.0,300,218,254,Laptop,putdown,5994.6
ZY20210800004/H4/C3/N66/S380/s04/T2,3,20.0,300,21,50,Laptop,Grasp,11368.0
ZY20210800004/H4/C3/N66/S380/s04/T2,4,20.0,300,49,70,Laptop,Pickup,4860.333333333333
ZY20210800004/H4/C3/N66/S380/s04/T2,6,20.0,300,87,116,Laptop,putdown,7266.6
ZY20210800004/H4/C3/N66/S380/s04/T2,10,20.0,300,154,184,Laptop,Grasp,17420.133333333335
ZY20210800004/H4/C3/N66/S380/s04/T2,11,20.0,300,184,238,Laptop,open,14289.0
ZY20210800004/H4/C3/N66/S380/s04/T2,12,20.0,300,238,275,Laptop,close,26347.2
ZY20210800004/H4/C3/N66/S380/s03/T2,3,20.0,300,20,47,Laptop,Grasp,14297.0
ZY20210800004/H4/C3/N66/S380/s03/T2,4,20.0,300,47,66,Laptop,Pickup,4178.0
ZY20210800004/H4/C3/N66/S380/s03/T2,6,20.0,300,82,115,Laptop,putdown,14874.733333333334
ZY20210800004/H4/C3/N66/S380/s03/T2,10,20.0,300,145,176,Laptop,Grasp,23285.6
ZY20210800004/H4/C3/N66/S380/s03/T2,11,20.0,300,176,226,Laptop,open,20105.6
ZY20210800004/H4/C3/N66/S380/s03/T2,12,20.0,300,226,266,Laptop,close,19370.93333333333
ZY20210800004/H4/C3/N66/S380/s02/T1,3,20.0,300,18,50,Laptop,Grasp,15539.666666666666
ZY20210800004/H4/C3/N66/S380/s02/T1,4,20.0,300,50,68,Laptop,Pickup,4194.8
ZY20210800004/H4/C3/N66/S380/s02/T1,6,20.0,300,88,112,Laptop,putdown,7795.2
ZY20210800004/H4/C3/N66/S380/s02/T1,11,20.0,300,183,200,Laptop,Pickup,2934.866666666667
ZY20210800004/H4/C3/N66/S380/s02/T1,13,20.0,300,221,259,Laptop,putdown,7492.933333333333
ZY20210800004/H4/C3/N66/S380/s01/T1,3,20.0,300,18,48,Laptop,Grasp,12131.333333333334
ZY20210800004/H4/C3/N66/S380/s01/T1,4,20.0,300,48,72,Laptop,Pickup,3745.533333333333
ZY20210800004/H4/C3/N66/S380/s01/T1,6,20.0,300,91,121,Laptop,putdown,6575.4
ZY20210800004/H4/C3/N66/S380/s01/T1,10,20.0,300,154,180,Laptop,Grasp,14617.266666666666
ZY20210800004/H4/C3/N66/S380/s01/T1,11,20.0,300,180,202,Laptop,Pickup,4357.133333333333
ZY20210800004/H4/C3/N66/S380/s01/T1,13,20.0,300,221,249,Laptop,putdown,4440.066666666667
ZY20210800004/H4/C3/N65/S380/s05/T1,3,20.0,300,17,50,Laptop,Grasp,14530.4
ZY20210800004/H4/C3/N65/S380/s05/T1,4,20.0,300,50,73,Laptop,Pickup,7679.4
ZY20210800004/H4/C3/N65/S380/s05/T1,6,20.0,300,84,114,Laptop,putdown,10395.066666666668
ZY20210800004/H4/C3/N65/S380/s05/T1,10,20.0,300,148,178,Laptop,Grasp,13425.6
ZY20210800004/H4/C3/N65/S380/s05/T1,11,20.0,300,178,197,Laptop,Pickup,3389.6
ZY20210800004/H4/C3/N65/S380/s05/T1,13,20.0,300,211,249,Laptop,putdown,6704.933333333333
ZY20210800004/H4/C3/N65/S380/s04/T2,3,20.0,300,21,54,Laptop,Grasp,11413.066666666668
ZY20210800004/H4/C3/N65/S380/s04/T2,4,20.0,300,54,74,Laptop,Pickup,6869.266666666666
ZY20210800004/H4/C3/N65/S380/s04/T2,6,20.0,300,88,116,Laptop,putdown,5459.2
ZY20210800004/H4/C3/N65/S380/s04/T2,10,20.0,300,151,177,Laptop,Grasp,15025.266666666666
ZY20210800004/H4/C3/N65/S380/s04/T2,11,20.0,300,177,226,Laptop,open,15919.133333333331
ZY20210800004/H4/C3/N65/S380/s04/T2,12,20.0,300,226,272,Laptop,close,22273.2
ZY20210800004/H4/C3/N65/S380/s03/T2,3,20.0,300,14,56,Laptop,Grasp,16741.666666666668
ZY20210800004/H4/C3/N65/S380/s03/T2,4,20.0,300,56,85,Laptop,Pickup,5205.733333333334
ZY20210800004/H4/C3/N65/S380/s03/T2,6,20.0,300,104,135,Laptop,putdown,6682.2
ZY20210800004/H4/C3/N65/S380/s03/T2,10,20.0,300,161,184,Laptop,Grasp,22063.13333333333
ZY20210800004/H4/C3/N65/S380/s03/T2,11,20.0,300,184,233,Laptop,open,17729.133333333335
ZY20210800004/H4/C3/N65/S380/s03/T2,12,20.0,300,233,267,Laptop,close,23511.733333333334
ZY20210800004/H4/C3/N65/S380/s02/T1,3,20.0,300,22,50,Laptop,Grasp,11705.466666666667
ZY20210800004/H4/C3/N65/S380/s02/T1,4,20.0,300,49,74,Laptop,Pickup,3906.3333333333335
ZY20210800004/H4/C3/N65/S380/s02/T1,6,20.0,300,97,128,Laptop,putdown,7291.4
ZY20210800004/H4/C3/N65/S380/s02/T1,10,20.0,300,165,192,Laptop,Grasp,12979.666666666666
ZY20210800004/H4/C3/N65/S380/s02/T1,11,20.0,300,192,215,Laptop,Pickup,3508.6
ZY20210800004/H4/C3/N65/S380/s02/T1,13,20.0,300,232,274,Laptop,putdown,6059.4
ZY20210800004/H4/C3/N65/S380/s01/T1,3,20.0,300,16,49,Laptop,Grasp,12186.066666666668
ZY20210800004/H4/C3/N65/S380/s01/T1,4,20.0,300,49,67,Laptop,Pickup,2464.866666666667
ZY20210800004/H4/C3/N65/S380/s01/T1,6,20.0,300,84,116,Laptop,putdown,5389.2
ZY20210800004/H4/C3/N65/S380/s01/T1,10,20.0,300,153,177,Laptop,Grasp,10137.666666666666
ZY20210800004/H4/C3/N65/S380/s01/T1,11,20.0,300,177,194,Laptop,Pickup,3142.2
ZY20210800004/H4/C3/N65/S380/s01/T1,13,20.0,300,213,240,Laptop,putdown,4427.8
ZY20210800004/H4/C3/N64/S379/s05/T2,3,20.0,300,16,52,Laptop,Grasp,11780.066666666668
ZY20210800004/H4/C3/N64/S379/s05/T2,4,20.0,300,52,81,Laptop,Pickup,6396.4
ZY20210800004/H4/C3/N64/S379/s05/T2,6,20.0,300,98,121,Laptop,putdown,11238.066666666668
