path,duration,caption,object,confidence
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj9,31,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj11,29,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj29,36,closing the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj10,34,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj32,35,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj12,30,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj22,34,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/00/2023-05-28_16-02-57/raw/traj_group0/traj2,34,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj33,33,closed the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj35,38,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj7,38,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj20,34,open the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj4,36,open the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj1,32,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj6,34,open the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj23,40,closed the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj24,34,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj8,30,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj39,33,close the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj38,29,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj18,33,OPEN THE DRAWER,drawer,0.4
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj26,34,open the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj28,40,open the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj27,46,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj16,44,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj19,39,closed the open drawer,,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj5,35,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj21,44,close the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj0,31,opened the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj11,27,closed the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj29,38,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj36,34,open the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj3,32,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj32,29,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj12,34,Open the drawer,drawer,0.4
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj22,28,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj2,32,open the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/02/2023-05-28_16-19-57/raw/traj_group0/traj30,38,opened the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj7,38,open the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj20,31,close the drawer,drawer,0.4
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj4,35,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj6,39,close the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj23,40,Open the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj24,45,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj18,38,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj17,32,open the drawer.,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj26,37,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj16,34,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj15,33,open the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj5,35,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj21,37,open the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj0,39,close the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj9,33,open the drawer,drawer,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj29,37,Open the drawer.,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj10,37,close the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj3,36,open the drawer,drawer,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj22,34,close the drawer,drawer,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/drawer_pnp/01/2023-05-28_16-12-58/raw/traj_group0/traj14,30,close the drawer .,,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj33,32,move the yellow rectangle to the left side of the table,yellow rectangle,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj34,46,put the red block on top of the yellow block,red block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj7,42,put the green block on top of the yellow block,green block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj20,39,remove the yellow block from the blue block,yellow block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj40,30,move the blue rectangle and put it between red and green rectangle.,blue rectangle,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj25,31,Put the Yellow block above the blue block and put it to the left of the table,yellow block above the blue block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj23,33,move the rectangle block from the middle to the left side of the table,rectangle block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj24,40,pick up the white rectangle block and put it on top of the blue rectangle block,up the white rectangle block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj8,43,put the yellow rectangular block on top of the green rectangular block,yellow rectangular block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj39,36,put the yellow rectangular on top of the green rectangular,yellow rectangular,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj38,34,move the blue cube to to left of the table,blue cube,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj13,35,Move the yellow block in the middle of the table,yellow block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj26,35,move the blue block to the middle of the table,blue block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj42,48,move the red cube towards the right side,red cube towards the,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj27,47,Move the green cube on the top of yellow cube,green cube,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj41,49,put the yellow rectangle on top of the blue rectangle,yellow rectangle,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj19,44,put the red rectangle block on top of the green rectangle block,red rectangle block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj0,47,put the yellow object on top of the green object,yellow object,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj9,32,move the blue rectangular block at the bottom of the red rectangular block,blue rectangular block,0.4
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj52,32,move the yellow block on the lower left side of the table,yellow block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj12,39,put the blue rectangular block on top of the red rectangular block,blue rectangular block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj51,38,move the green block in right table,green block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj22,48,move green block to the right side of table,green block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj2,48,put the red block on the yellow block,red block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj14,41,pick up the green rectangle block and put it on top of the yellow rectangle block,up the green rectangle block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/00/2023-05-29_10-20-41/raw/traj_group0/traj46,36,move the green block on top of the red one and put it to the left side of the table,green block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj35,37,move the green rectangle right side of the table,green rectangle,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj34,46,put the green block on top of yellow block,green block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj20,38,put the green rectangulat block on top of the yellow block,green rectangulat block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj49,38,put the green rectanular block on top of the yellow block,green rectanular block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj40,30,Remove the green cylinder of the top of the yellow cylinder to put it next to it,green cylinder,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj37,31,put the green rectangle on top of the yellow rectangle.,green rectangle,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj44,44,move the green rectangle to the middle of the table.,green rectangle,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj23,34,move the green block to above on the table.,green block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj24,36,put the green rectangular to top left,green rectangular,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj50,43,Move the green block and place it in the middle of yellow and red block,green block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj18,39,place the green cuboid on top of the yellow one,green cuboid,0.4
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj17,40,put the block rectangular muticolor of the table,block rectangular muticolor,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj26,35,put the green block on top of the yellow block,green block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj48,33,Pick the green rectangle block and put it on the table between the yellow and red block,green rectangle block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj28,41,Put the green rectangle on top of the yellow rectangle,green rectangle,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj43,38,put the green rectangle on top of the yellow rectangle,green rectangle,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj41,36,put the blue block on top of the yellow block,blue block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj16,34,put the green rectangular block on top the yellow one,green rectangular block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj31,35,remove the green cuboid on top of yellow cuboid and put it on the table,green cuboid,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj15,36,It makes more surface contact to the back one compared to the edge and the end of the table edge,makes more surface contact,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj0,38,put the green block on top of the yellow block,green block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj9,37,move the green rectangular block to the center of the table,green rectangular block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj47,35,Put the green block on top of the yellow block,green block,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj29,32,move the green block to the center of the table,green block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj45,37,put the green block on top of the yellow block,green block,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj10,37,put the rectangle color green object and put the above of rectangle color yellow object,rectangle color green object,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj32,33,placed the green cube to the top of the yellow cube,green cube,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj51,49,put the green rectangular block on top of the yellow rectangular block.,green rectangular block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/stack_blocks/01/2023-05-29_10-36-05/raw/traj_group0/traj30,36,put the green block on top of the yellow block,green block,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj34,49,move the cloth to the center of the table,cloth,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj7,38,put the ice cream on the bottom left of the table,ice cream,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj20,49,unfold the cloth from the bottom left to the top right,cloth,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj4,36,put the ice cream figure on the left side of the cloth,ice cream figure,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj37,45,unfold the cloth from bottom left to top right,cloth,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj44,36,fold the cloth from top left to bottom right,cloth,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj6,43,unfold the cloth from bottom left to top right,cloth,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj23,49,fold the cloth from top right to bottom left,cloth,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj24,49,unfold the cloth from bottom left to top right,cloth,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj39,49,fold the cloth from bottom right to top left,cloth,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj13,38,"put the banana on the upper right side of the table, above the ice cream cone",banana,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj17,43,fold the cloth from bottom left to top right,cloth,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj26,49,fold the cloth from top left to bottom right,cloth,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj48,43,unfold the cloth from bottom left to the top right,cloth,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj28,43,move the yellow figure from edge of the cloth and put it on the table,yellow figure,0.8
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj42,43,unfolded the cloth from top right to bottom left,cloth,0.4
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj27,49,unfold the cloth bottom to top.,cloth bottom,0.6
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj43,34,put the ice cream to the top right of the table,ice cream,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj41,34,fold the cloth from bottom left to top right,cloth,1.0
/train_data/BridgeDataV2/raw/bridge_data_v2/datacol2_folding_table/fold_cloth_pnp/14/2023-05-22_14-10-36/raw/traj_group0/traj16,36,put the figure to the top edge of the cloth,figure,0.8
